method,loss_func,net,seed,init,act_func,train loss,train loss (last),train acc,train acc (last)
CBP,CE,64-151-10,1,None,relu,0.040443625301122665,0.040443625301122665,0.993322203672788,0.993322203672788
CBP,CE,64-151-10,2,None,relu,0.05953613668680191,0.05953613668680191,0.9910962715637172,0.9910962715637172
CBP,CE,64-151-10,3,None,relu,0.051082443445920944,0.051082443445920944,0.9938786867000556,0.9938786867000556
CBP,CE,64-151-10,4,None,relu,0.040847256779670715,0.040847256779670715,0.994991652754591,0.994991652754591
CBP,CE,64-151-10,5,None,relu,0.037138376384973526,0.037138376384973526,0.9944351697273232,0.9944351697273232
CBP,CE,64-151-10,6,None,relu,0.03616303578019142,0.03616303578019142,0.9922092376182526,0.9922092376182526
CBP,CE,64-151-10,7,None,relu,0.02968512289226055,0.02968512289226055,0.9961046188091264,0.9961046188091264
CBP,CE,64-151-10,8,None,relu,0.04176147654652596,0.04176147654652596,0.994991652754591,0.994991652754591
CBP,CE,64-151-10,9,None,relu,0.056455641984939575,0.056455641984939575,0.9922092376182526,0.9922092376182526
BP,CE,64-173-10,0,None,relu,0.0994056835770607,0.0994056835770607,0.979966611018364,0.979966611018364
BP,CE,64-173-10,1,None,relu,0.09816394746303556,0.09816394746303556,0.9794101279910964,0.9794101279910964
BP,CE,64-173-10,2,None,relu,0.09902896732091904,0.09902896732091904,0.9810795770728992,0.9810795770728992
BP,CE,64-173-10,3,None,relu,0.09899864345788956,0.09899864345788956,0.9816360601001668,0.9816360601001668
BP,CE,64-173-10,4,None,relu,0.10000552982091904,0.10000552982091904,0.9805230940456316,0.9805230940456316
BP,CE,64-173-10,5,None,relu,0.0995309352874756,0.0995309352874756,0.9805230940456316,0.9805230940456316
BP,CE,64-173-10,6,None,relu,0.09689675271511078,0.09689675271511078,0.9827490261547024,0.9827490261547024
BP,CE,64-173-10,7,None,relu,0.09812329709529877,0.09812329709529877,0.9833055091819699,0.9833055091819699
BP,CE,64-173-10,8,None,relu,0.09922586381435394,0.09922586381435394,0.9805230940456316,0.9805230940456316
BP,CE,64-173-10,9,None,relu,0.09731800854206084,0.09731800854206084,0.9827490261547024,0.9827490261547024
CBP,CE,64-173-10,0,None,relu,0.04482278600335121,0.04482278600335121,0.996661101836394,0.996661101836394
CBP,CE,64-173-10,1,None,relu,0.048711638897657394,0.048711638897657394,0.993322203672788,0.993322203672788
CBP,CE,64-173-10,2,None,relu,0.03929353505373001,0.03929353505373001,0.993322203672788,0.993322203672788
CBP,CE,64-173-10,3,None,relu,0.03541827201843262,0.03541827201843262,0.993322203672788,0.993322203672788
CBP,CE,64-173-10,4,None,relu,0.06640765070915222,0.06640765070915222,0.9938786867000556,0.9938786867000556
CBP,CE,64-173-10,5,None,relu,0.04327569156885147,0.04327569156885147,0.9944351697273232,0.9944351697273232
CBP,CE,64-173-10,6,None,relu,0.04200181737542152,0.04200181737542152,0.9961046188091264,0.9961046188091264
CBP,CE,64-173-10,7,None,relu,0.039327524602413184,0.039327524602413184,0.994991652754591,0.994991652754591
CBP,CE,64-173-10,8,None,relu,0.06774032860994339,0.06774032860994339,0.9927657206455204,0.9927657206455204
CBP,CE,64-173-10,9,None,relu,0.04244057834148407,0.04244057834148407,0.9961046188091264,0.9961046188091264
BP,CE,64-195-10,0,None,relu,0.09674301743507384,0.09674301743507384,0.9794101279910964,0.9794101279910964
BP,CE,64-195-10,1,None,relu,0.09693197906017303,0.09693197906017303,0.9821925431274346,0.9821925431274346
BP,CE,64-195-10,2,None,relu,0.0976836085319519,0.0976836085319519,0.9833055091819699,0.9833055091819699
BP,CE,64-195-10,3,None,relu,0.0989065021276474,0.0989065021276474,0.9821925431274346,0.9821925431274346
BP,CE,64-195-10,4,None,relu,0.0981062948703766,0.0981062948703766,0.9805230940456316,0.9805230940456316
BP,CE,64-195-10,5,None,relu,0.0993032455444336,0.0993032455444336,0.9827490261547024,0.9827490261547024
BP,CE,64-195-10,6,None,relu,0.09680039435625076,0.09680039435625076,0.9816360601001668,0.9816360601001668
BP,CE,64-195-10,7,None,relu,0.0978718101978302,0.0978718101978302,0.9827490261547024,0.9827490261547024
BP,CE,64-195-10,8,None,relu,0.09946246445178986,0.09946246445178986,0.9810795770728992,0.9810795770728992
BP,CE,64-195-10,9,None,relu,0.09613652527332306,0.09613652527332306,0.9833055091819699,0.9833055091819699
CBP,CE,64-195-10,0,None,relu,0.0398719348013401,0.0398719348013401,0.9938786867000556,0.9938786867000556
CBP,CE,64-195-10,1,None,relu,0.04394213110208512,0.04394213110208512,0.9955481357818586,0.9955481357818586
CBP,CE,64-195-10,2,None,relu,0.03698648512363434,0.03698648512363434,0.9972175848636616,0.9972175848636616
CBP,CE,64-195-10,3,None,relu,0.05410684272646904,0.05410684272646904,0.9938786867000556,0.9938786867000556
CBP,CE,64-195-10,4,None,relu,0.03092174045741558,0.03092174045741558,0.9961046188091264,0.9961046188091264
CBP,CE,64-195-10,5,None,relu,0.03542821109294892,0.03542821109294892,0.994991652754591,0.994991652754591
CBP,CE,64-195-10,6,None,relu,0.03757182136178017,0.03757182136178017,0.9944351697273232,0.9944351697273232
CBP,CE,64-195-10,7,None,relu,0.03290504962205887,0.03290504962205887,0.9961046188091264,0.9961046188091264
CBP,CE,64-195-10,8,None,relu,0.03160596266388893,0.03160596266388893,0.9955481357818586,0.9955481357818586
CBP,CE,64-195-10,9,None,relu,0.04191083461046219,0.04191083461046219,0.994991652754591,0.994991652754591
