method,loss_func,net,seed,init,act_func,train loss,train loss (last),train acc,train acc (last)
CBP,CE,20-55-2,9,None,relu,0.16265803575515747,0.16265803575515747,0.9748648648648648,0.9747297297297296
BP,CE,20-62-2,0,None,relu,0.3277179002761841,0.3277179002761841,0.9689189189189188,0.9689189189189188
BP,CE,20-62-2,1,None,relu,0.32199740409851074,0.32199740409851074,0.9632432432432432,0.9632432432432432
BP,CE,20-62-2,2,None,relu,0.4055564999580383,0.4055564999580383,0.9567567567567568,0.9567567567567568
BP,CE,20-62-2,3,None,relu,0.3075023889541626,0.3075023889541626,0.9743243243243244,0.9743243243243244
BP,CE,20-62-2,4,None,relu,0.3548445999622345,0.3548445999622345,0.967972972972973,0.967972972972973
BP,CE,20-62-2,5,None,relu,0.3511362075805664,0.3511362075805664,0.9652702702702702,0.9652702702702702
BP,CE,20-62-2,6,None,relu,0.3124212622642517,0.3124212622642517,0.9732432432432432,0.9732432432432432
BP,CE,20-62-2,7,None,relu,0.3386465311050415,0.3386465311050415,0.9687837837837838,0.9687837837837838
BP,CE,20-62-2,8,None,relu,0.34418103098869324,0.34418103098869324,0.9687837837837838,0.9687837837837838
BP,CE,20-62-2,9,None,relu,0.3324184417724609,0.3324184417724609,0.9694594594594594,0.9694594594594594
CBP,CE,20-62-2,0,None,relu,0.13520917296409607,0.13520917296409607,0.9718918918918918,0.9718918918918918
CBP,CE,20-62-2,1,None,relu,0.1403752565383911,0.1403752565383911,0.9717567567567568,0.9717567567567568
CBP,CE,20-62-2,2,None,relu,0.153873473405838,0.153873473405838,0.9735135135135136,0.9735135135135136
CBP,CE,20-62-2,3,None,relu,0.14424052834510806,0.14424052834510806,0.9736486486486486,0.9736486486486486
CBP,CE,20-62-2,4,None,relu,0.14503593742847445,0.14503593742847445,0.9725675675675676,0.9725675675675676
CBP,CE,20-62-2,5,None,relu,0.14011329412460327,0.14011329412460327,0.969054054054054,0.969054054054054
CBP,CE,20-62-2,6,None,relu,0.1423342376947403,0.1423342376947403,0.9763513513513512,0.9758108108108108
CBP,CE,20-62-2,7,None,relu,0.15513350069522858,0.15513350069522858,0.9733783783783784,0.9733783783783784
CBP,CE,20-62-2,8,None,relu,0.16199830174446106,0.16199830174446106,0.9725675675675676,0.9725675675675676
CBP,CE,20-62-2,9,None,relu,0.17077411711215973,0.17077411711215973,0.9745945945945946,0.9745945945945946
